Country,Region_Province,Institution,Program,Duration_months,Field_relevance,Intl_tuition_CAD_verified,Budget_tier,Poststudy_work_months,Poststudy_pathway_name,Verified_source_URL,Notes
Portugal,Lisbon,ISEG — Lisbon School of Economics and Management (Universidade de Lisboa),Master in Marketing,24,Business,14332,Yes,12,Article 122 (alínea p),https://www.iseg.ulisboa.pt/secretaria/en/students-outside-the-international-european-union-2026-2027-2/,Non-EU international student statute; total tuition €9.750 (2026/27 ISEG fee table). 2nd-cycle (120 ECTS) master’s; mandatory courses taught in English on international intakes; Indian 4-year bachelor typically accepted via ULisboa international contest; IELTS ~6.0+ typical. Programme page URL varies; euro total verified on ISEG 2026/27 international fee table.
Portugal,Lisbon,ISEG — Lisbon School of Economics and Management (Universidade de Lisboa),Master in Human Resources Management,24,Management,14406,Yes,12,Article 122 (alínea p),https://www.iseg.ulisboa.pt/secretaria/en/students-outside-the-international-european-union-2026-2027-2/,Non-EU international student statute; total tuition €9.800 (2026/27 ISEG fee table). 2nd-cycle (120 ECTS) master’s; mandatory courses taught in English on international intakes; Indian 4-year bachelor typically accepted via ULisboa international contest; IELTS ~6.0+ typical. Programme page URL varies; euro total verified on ISEG 2026/27 international fee table.
Portugal,Lisbon,Iscte Business School (Iscte — Instituto Universitário de Lisboa),MSc in Management,18,Management,14406,Yes,12,Article 122 (alínea p),https://ibs.iscte-iul.pt/course/35/master-msc-in-management,"Non-EU tuition €9,800 programme total (€7,000 year 1 + €2,800 year 2 on IBS course page). English-taught class available (parallel Portuguese class)."
Portugal,Lisbon,Iscte Business School (Iscte — Instituto Universitário de Lisboa),MSc in International Management,12,Management,14406,Yes,12,Article 122 (alínea p),https://ibs.iscte-iul.pt/course/21/master-msc-in-international-management,"Non-EU tuition €9,800 programme total (€7,000 year 1 + €2,800 year 2 on IBS course page). Taught entirely in English; intensive ~1-year taught phase plus dissertation."
Portugal,Lisbon,Iscte Business School (Iscte — Instituto Universitário de Lisboa),MSc in Marketing,18,Business,14406,Yes,12,Article 122 (alínea p),https://ibs.iscte-iul.pt/course/2063/master-degree-in-marketing,"Non-EU tuition €9,800 programme total (€7,000 year 1 + €2,800 year 2 on IBS course page). Lectured in English; 96 ECTS."
Portugal,Lisbon,Iscte Business School (Iscte — Instituto Universitário de Lisboa),MSc in Finance,24,Business,14406,Yes,12,Article 122 (alínea p),https://ibs.iscte-iul.pt/course/31/master-msc-in-finance,"Non-EU tuition €9,800 programme total (€7,000 year 1 + €2,800 year 2 on IBS course page). Full-time English; 120 ECTS."
Portugal,Lisbon,Iscte Business School (Iscte — Instituto Universitário de Lisboa),MSc in Economics,24,Economics,14406,Yes,12,Article 122 (alínea p),https://ibs.iscte-iul.pt/course/51/master-msc-in-economics,"Non-EU tuition €9,800 programme total (€7,000 year 1 + €2,800 year 2 on IBS course page). Evening classes; lectured in English."
Portugal,Lisbon,Iscte Business School (Iscte — Instituto Universitário de Lisboa),MSc in Business Economics and Competition,24,Economics,14406,Yes,12,Article 122 (alínea p),https://ibs.iscte-iul.pt/course/69/master-msc-in-business-economics-and-competition,"Non-EU tuition €9,800 programme total (€7,000 year 1 + €2,800 year 2 on IBS course page). Evening programme; English."
Portugal,Lisbon,Iscte Business School (Iscte — Instituto Universitário de Lisboa),MSc in Business Administration,24,Management,14406,Yes,12,Article 122 (alínea p),https://ibs.iscte-iul.pt/course/39/master-msc-in-business-administration,"Non-EU tuition €9,800 programme total (€7,000 year 1 + €2,800 year 2 on IBS course page). For non-management bachelor backgrounds; English cohort available."
Portugal,Lisbon,ISEG — Lisbon School of Economics and Management (Universidade de Lisboa),Master in Accounting,24,Business,14480,Yes,12,Article 122 (alínea p),https://www.iseg.ulisboa.pt/en/study/masters/accounting/,Non-EU international student statute; total tuition €9.850 (2026/27 ISEG fee table). 2nd-cycle (120 ECTS) master’s; mandatory courses taught in English on international intakes; Indian 4-year bachelor typically accepted via ULisboa international contest; IELTS ~6.0+ typical.
Portugal,Lisbon,ISEG — Lisbon School of Economics and Management (Universidade de Lisboa),"Master in Accounting, Taxation and Corporate Finance",24,Business,14480,Yes,12,Article 122 (alínea p),https://www.iseg.ulisboa.pt/secretaria/en/students-outside-the-international-european-union-2026-2027-2/,Non-EU international student statute; total tuition €9.850 (2026/27 ISEG fee table). 2nd-cycle (120 ECTS) master’s; mandatory courses taught in English on international intakes; Indian 4-year bachelor typically accepted via ULisboa international contest; IELTS ~6.0+ typical. Programme page URL varies; euro total verified on ISEG 2026/27 international fee table.
Portugal,Lisbon,ISEG — Lisbon School of Economics and Management (Universidade de Lisboa),Master in Data Analytics for Business,24,Analytics,14480,Yes,12,Article 122 (alínea p),https://www.iseg.ulisboa.pt/en/study/masters/data-analytics-for-business/,Non-EU international student statute; total tuition €9.850 (2026/27 ISEG fee table). 2nd-cycle (120 ECTS) master’s; mandatory courses taught in English on international intakes; Indian 4-year bachelor typically accepted via ULisboa international contest; IELTS ~6.0+ typical.
Portugal,Lisbon,ISEG — Lisbon School of Economics and Management (Universidade de Lisboa),"Master in Industrial Management, Operations and Sustainability",24,Management,14480,Yes,12,Article 122 (alínea p),https://www.iseg.ulisboa.pt/en/study/masters/industrial-management-operations-and-sustainability/,Non-EU international student statute; total tuition €9.850 (2026/27 ISEG fee table). 2nd-cycle (120 ECTS) master’s; mandatory courses taught in English on international intakes; Indian 4-year bachelor typically accepted via ULisboa international contest; IELTS ~6.0+ typical.
Portugal,Porto,University of Porto — School of Economics and Management (FEP),Master in Management,24,Management,14700,Yes,12,Article 122 (alínea p),https://programmes.fep.up.pt/masters/management/,"International (non-EU) tuition €5,000/academic year × 2 years = €10,000 total (FEP 2026/27 English masters call). Fully English-taught except Economics (Portuguese programme with English track per FEP). 120 ECTS; Indian bachelor typically accepted."
Portugal,Porto,University of Porto — School of Economics and Management (FEP),Master in Finance,24,Business,14700,Yes,12,Article 122 (alínea p),https://programmes.fep.up.pt/masters/finance/,"International (non-EU) tuition €5,000/academic year × 2 years = €10,000 total (FEP 2026/27 English masters call). Fully English-taught except Economics (Portuguese programme with English track per FEP). 120 ECTS; Indian bachelor typically accepted."
Portugal,Porto,University of Porto — School of Economics and Management (FEP),Master in Economics of Business and Strategy,24,Economics,14700,Yes,12,Article 122 (alínea p),https://programmes.fep.up.pt/masters/economics-of-business-and-strategy/,"International (non-EU) tuition €5,000/academic year × 2 years = €10,000 total (FEP 2026/27 English masters call). Fully English-taught except Economics (Portuguese programme with English track per FEP). 120 ECTS; Indian bachelor typically accepted."
Portugal,Porto,University of Porto — School of Economics and Management (FEP),Master in Data Analytics,24,Analytics,14700,Yes,12,Article 122 (alínea p),https://programmes.fep.up.pt/masters/data-analytics/,"International (non-EU) tuition €5,000/academic year × 2 years = €10,000 total (FEP 2026/27 English masters call). Fully English-taught except Economics (Portuguese programme with English track per FEP). 120 ECTS; Indian bachelor typically accepted."
Portugal,Porto,University of Porto — School of Economics and Management (FEP),Master in Economics,24,Economics,14700,Yes,12,Article 122 (alínea p),https://programmes.fep.up.pt/masters/economics/,"International (non-EU) tuition €5,000/academic year × 2 years = €10,000 total (FEP 2026/27 English masters call). Portuguese programme with English track; confirm English course path before applying. 120 ECTS; Indian bachelor typically accepted."
Portugal,Coimbra,University of Coimbra — Faculty of Economics (FEUC),Master's in Economics,18,Economics,15435,Yes,12,Article 122 (alínea p),https://www.uc.pt/en/feuc/eea/masters-degree-courses/economics/,International student €7.000/academic year; programme total €10.500 for stated duration. 90 ECTS; PT/EN.
Portugal,Coimbra,University of Coimbra — Faculty of Economics (FEUC),Master's in Quantitative Methods in Finance,18,Analytics,15435,Yes,12,Article 122 (alínea p),https://www.uc.pt/en/feuc/eea/masters-degree-courses/,International student €7.000/academic year; programme total €10.500 for stated duration. 90 ECTS; €7.000/year international per FEUC brochure.
Portugal,Lisbon,ISEG — Lisbon School of Economics and Management (Universidade de Lisboa),Master in Management (MiM),24,Management,16170,Yes,12,Article 122 (alínea p),https://www.iseg.ulisboa.pt/en/study/masters/management/,Non-EU international student statute; total tuition €11.000 (2026/27 ISEG fee table). 2nd-cycle (120 ECTS) master’s; mandatory courses taught in English on international intakes; Indian 4-year bachelor typically accepted via ULisboa international contest; IELTS ~6.0+ typical.
Portugal,Lisbon,ISEG — Lisbon School of Economics and Management (Universidade de Lisboa),Master in Finance,24,Business,17493,Yes,12,Article 122 (alínea p),https://www.iseg.ulisboa.pt/en/study/masters/finance/,Non-EU international student statute; total tuition €11.900 (2026/27 ISEG fee table). 2nd-cycle (120 ECTS) master’s; mandatory courses taught in English on international intakes; Indian 4-year bachelor typically accepted via ULisboa international contest; IELTS ~6.0+ typical.
Portugal,Lisbon,Nova School of Business and Economics (Universidade Nova de Lisboa),Master in Management (regular track),18,Management,19476,Yes,12,Article 122 (alínea p),https://www.novasbe.unl.pt/en/programs/masters/management/fees,Non-EU/EEA total tuition €13.249 per Nova SBE 2026/27 fee table (includes listed €249 scholarship-fund donation line). English-taught; 1.5-year regular track; CEMS/double-degree tracks cost more — excluded.
Portugal,Lisbon,Nova School of Business and Economics (Universidade Nova de Lisboa),Master in Economics (regular track),18,Economics,19476,Yes,12,Article 122 (alínea p),https://www.novasbe.unl.pt/en/programs/masters/economics/fees,Non-EU/EEA total tuition €13.249 per Nova SBE 2026/27 fee table (includes listed €249 scholarship-fund donation line). English-taught; 1.5-year regular track; CEMS/double-degree tracks cost more — excluded.
Portugal,Lisbon,Nova School of Business and Economics (Universidade Nova de Lisboa),International Master's in Management (regular track),18,Management,19476,Yes,12,Article 122 (alínea p),https://www.novasbe.unl.pt/en/programs/masters/international-masters-in-management/fees,Non-EU/EEA total tuition €13.249 per Nova SBE 2026/27 fee table (includes listed €249 scholarship-fund donation line). English-taught; 1.5-year regular track; CEMS/double-degree tracks cost more — excluded.
Portugal,Coimbra,University of Coimbra — Faculty of Economics (FEUC),Master's in Management,24,Management,20580,Yes,12,Article 122 (alínea p),https://www.uc.pt/en/feuc/eea/masters-degree-courses/,International student €7.000/academic year; programme total €14.000 for stated duration. 120 ECTS; Portuguese and English (PT | EN on UC pages).
Portugal,Coimbra,University of Coimbra — Faculty of Economics (FEUC),Master's in Marketing,24,Business,20580,Yes,12,Article 122 (alínea p),https://www.uc.pt/en/feuc/eea/masters-degree-courses/,International student €7.000/academic year; programme total €14.000 for stated duration. 120 ECTS; Portuguese and English.
Portugal,Coimbra,University of Coimbra — Faculty of Economics (FEUC),Master's in Accounting and Finance,24,Business,20580,Yes,12,Article 122 (alínea p),https://www.uc.pt/en/feuc/eea/masters-degree-courses/,International student €7.000/academic year; programme total €14.000 for stated duration. 120 ECTS; confirm English availability of electives.
Portugal,Lisbon,Nova School of Business and Economics (Universidade Nova de Lisboa),Master in Finance (regular track),18,Business,21608,Yes,12,Article 122 (alínea p),https://www.novasbe.unl.pt/en/programs/masters/finance/fees,Non-EU/EEA total tuition €14.699 per Nova SBE 2026/27 fee table (includes listed €249 scholarship-fund donation line). English-taught; 1.5-year regular track; CEMS/double-degree tracks cost more — excluded.
United Kingdom,North Yorkshire,York St John University,MBA,12,Management,20296,Yes,24,Graduate Route,https://www.yorksj.ac.uk/courses/postgraduate/business-management/master-of-business-administration/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. 2026/27 intl fee on course page; 5% early-pay discount may apply.
United Kingdom,North Yorkshire,York St John University,MSc Marketing,12,Business,20296,Yes,24,Graduate Route,https://www.yorksj.ac.uk/courses/postgraduate/marketing/marketing-msc/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,North Yorkshire,York St John University,MSc International Project Management,12,Management,20296,Yes,24,Graduate Route,https://www.yorksj.ac.uk/courses/postgraduate/business-management/international-project-management-msc/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,West Yorkshire,Leeds Trinity University,MA International Business,12,Business,25800,Yes,24,Graduate Route,https://www.leedstrinity.ac.uk/international/international-fees-and-funding/tuition-fees/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. 1-year MA; fee table 2026/27.
United Kingdom,West Yorkshire,Leeds Trinity University,MSc Business Analytics,12,Analytics,25800,Yes,24,Graduate Route,https://www.leedstrinity.ac.uk/international/international-fees-and-funding/tuition-fees/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,West Yorkshire,Leeds Trinity University,MSc Digital Marketing,12,Business,25800,Yes,24,Graduate Route,https://www.leedstrinity.ac.uk/international/international-fees-and-funding/tuition-fees/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,West Yorkshire,Leeds Trinity University,MSc Project Management,12,Management,25800,Yes,24,Graduate Route,https://www.leedstrinity.ac.uk/international/international-fees-and-funding/tuition-fees/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,West Yorkshire,Leeds Trinity University,MSc Financial Technology,12,Business,25800,Yes,24,Graduate Route,https://www.leedstrinity.ac.uk/international/international-fees-and-funding/tuition-fees/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,West Yorkshire,Leeds Trinity University,MSc Data Science and Artificial Intelligence,12,Analytics,25800,Yes,24,Graduate Route,https://www.leedstrinity.ac.uk/international/international-fees-and-funding/tuition-fees/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,West Yorkshire,Leeds Trinity University,MBA,12,Management,26230,Yes,24,Graduate Route,https://www.leedstrinity.ac.uk/international/international-fees-and-funding/tuition-fees/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Cheshire,University of Chester,MSc Management,12,Management,26660,Yes,24,Graduate Route,https://www.chester.ac.uk/study/course-search/management-msc/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Cheshire,University of Chester,MSc International Business,12,Business,26660,Yes,24,Graduate Route,https://www.chester.ac.uk/study/course-search/international-business-msc/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Cheshire,University of Chester,MBA,12,Management,26660,Yes,24,Graduate Route,https://www.chester.ac.uk/study/course-search/mba/,"Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. Confirm MBA title on offer; same £15,500 PG intl band 2026/27."
United Kingdom,Cheshire,University of Chester,MSc Finance,12,Business,26660,Yes,24,Graduate Route,https://www.chester.ac.uk/study/course-search/,"Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. Standard intl PG £15,500 unless listed otherwise."
United Kingdom,Staffordshire,University of Staffordshire,MBA,12,Management,28810,Yes,24,Graduate Route,https://www.staffslondon.ac.uk/student-life/fees-and-finance/postgraduate,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. 2026/27 intl MBA fee schedule.
United Kingdom,Bedfordshire,University of Bedfordshire,MSc (Taught Master's standard),12,Business,29068,Yes,24,Graduate Route,https://www.beds.ac.uk/howtoapply/money/fees/fee-schedule/,"Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. Standard taught MSc £16,900; apply to business titles unless banded otherwise."
United Kingdom,Bedfordshire,University of Bedfordshire,MSc International Business with Data Analytics,12,Analytics,29068,Yes,24,Graduate Route,https://www.beds.ac.uk/howtoapply/courses/postgraduate/next-year/international-business-with-data-analytics/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. 1-year route only; 2-year route excluded.
United Kingdom,Greater Manchester,University of Salford,MSc International Business,12,Business,29206,Yes,24,Graduate Route,https://www.salford.ac.uk/courses/postgraduate/international-business,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. per_year fee basis.
United Kingdom,Greater Manchester,University of Salford,MSc Management,12,Management,29206,Yes,24,Graduate Route,https://www.salford.ac.uk/courses/postgraduate/management,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. per_year fee basis.
United Kingdom,Greater Manchester,University of Salford,MSc International Banking and Finance,12,Business,29206,Yes,24,Graduate Route,https://www.salford.ac.uk/courses/postgraduate/international-banking-and-finance,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. Confirm title on salford.ac.uk.
United Kingdom,North Yorkshire,Teesside University,MSc International Business Management,12,Business,29240,Yes,24,Graduate Route,https://www.tees.ac.uk/postgraduate_courses/business_management_&_enterprise/msc_international_business_management.cfm,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. per_year.
United Kingdom,North Yorkshire,Teesside University,MSc Management,12,Management,29240,Yes,24,Graduate Route,https://www.tees.ac.uk/sections/international/fees.cfm,"Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. Standard 1-year MSc intl £17,000 2026-27."
United Kingdom,North Yorkshire,Teesside University,MSc International Management,12,Management,29240,Yes,24,Graduate Route,https://www.tees.ac.uk/postgraduate_courses/business_management_&_enterprise/msc_international_management.cfm,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. per_year.
United Kingdom,North Yorkshire,Teesside University,MSc Marketing,12,Business,29240,Yes,24,Graduate Route,https://www.tees.ac.uk/sections/international/fees.cfm,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Greater London,University of East London,MSc International Business Management,12,Business,29618,Yes,24,Graduate Route,https://www.uel.ac.uk/postgraduate/courses/msc-international-business-management,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. per_year.
United Kingdom,Staffordshire,University of Staffordshire,MSc International Business Management,12,Business,30100,Borderline,24,Graduate Route,https://www.staffs.ac.uk/course/international-business-management-msc,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. program_total for full MSc.
United Kingdom,Derbyshire,University of Derby,MSc International Business,12,Business,30100,Borderline,24,Graduate Route,https://www.derby.ac.uk/postgraduate/business-courses/international-business-msc/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. program_total.
United Kingdom,Greater Manchester,University of Bolton,MSc International Management,12,Management,30100,Borderline,24,Graduate Route,https://greatermanchester.ac.uk/course/msc-international-management-full-time-12-months-university-of-bolton/2025-26,"Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. 2026/27 intl £17,500 on UGM course page."
United Kingdom,Greater Manchester,University of Bolton,MBA International (Graduate Entry),12,Management,30100,Borderline,24,Graduate Route,https://greatermanchester.ac.uk/course/mba-international-master-of-business-administration-graduate-entry-full-time-12-months-university-of-bolton/2025-26,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Staffordshire,University of Staffordshire,MSc Management,12,Management,30100,Borderline,24,Graduate Route,https://www.staffs.ac.uk/course/management-msc,"Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. Standard intl PG taught £17,500."
United Kingdom,Derbyshire,University of Derby,MSc International Business and Finance,12,Business,30100,Borderline,24,Graduate Route,https://www.derby.ac.uk/postgraduate/business-courses/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. Same intl band as IB MSc unless course page differs.
United Kingdom,West Sussex,University of Chichester,MSc International Business,12,Business,30341,Borderline,24,Graduate Route,https://www.chi.ac.uk/business-school/course/msc-international-business/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Hertfordshire,University of Hertfordshire,MSc Business Analytics and Consultancy,12,Analytics,30874,Borderline,24,Graduate Route,https://www.herts.ac.uk/courses/postgraduate-masters/msc-business-analytics-and-consultancy,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. per_year 2026/27.
United Kingdom,Hertfordshire,University of Hertfordshire,MSc International Business,12,Business,30874,Borderline,24,Graduate Route,https://www.prospects.ac.uk/universities/university-of-hertfordshire-3783/hertfordshire-business-school-13613/courses/international-business-18278,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. Confirm on herts.ac.uk course page at offer.
United Kingdom,Tyne and Wear,University of Sunderland,MSc International Business Management,12,Business,30960,Borderline,24,Graduate Route,https://www.sunderland.ac.uk/postgraduate-fees,"Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. 2026/27 intl band £18,000."
United Kingdom,Tyne and Wear,University of Sunderland,MSc Finance and Management,12,Business,30960,Borderline,24,Graduate Route,https://www.sunderland.ac.uk/postgraduate-fees,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Tyne and Wear,University of Sunderland,MSc Human Resource Management,12,Management,30960,Borderline,24,Graduate Route,https://www.sunderland.ac.uk/postgraduate-fees,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. CIPD accredited.
United Kingdom,Tyne and Wear,University of Sunderland,MSc Engineering Management,12,Management,30960,Borderline,24,Graduate Route,https://www.sunderland.ac.uk/postgraduate-fees,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Lincolnshire,University of Lincoln,MSc International Business,12,Business,31132,Borderline,24,Graduate Route,https://www.lincoln.ac.uk/course/busintms/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. per_year; LIBS 2026/27.
United Kingdom,Lincolnshire,University of Lincoln,MSc Management,12,Management,31132,Borderline,24,Graduate Route,https://www.lincoln.ac.uk/course/mgtms/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72.
United Kingdom,Lincolnshire,University of Lincoln,MSc Economics,12,Economics,31132,Borderline,24,Graduate Route,https://www.lincoln.ac.uk/studywithus/internationalstudents/internationalfeesandfunding/,"Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. LIBS economics band £18,100."
United Kingdom,West Yorkshire,Leeds Beckett University,MSc Management and International Business,12,Business,31717,Borderline,24,Graduate Route,https://www.leedsbeckett.ac.uk/courses/management-international-business-msc/,Graduate Route: 24 months if visa application on/before 31 Dec 2026; 18 months if application on/after 1 Jan 2027 (gov.uk). Indian BBA: typically min 2:2 or equivalent; check IELTS per course. CAD conversion at 1 GBP = 1.72. per_year; fee fixed for course duration.
